codigo,descripcion,CodigoBarras
D2216,PACK JOHNNIE WALKER ETIQUETA NEGRA 750 ML. + TERMO EDICIÓN LIMITADA,7750651003570
D2288,PATRÓN TEQUILA SILVER BLANCO 700 ML.,721733005888
D2352,DIPLOMÁTICO RON MANTUANO EXTRA AÑEJO 700 ML.,5099873027189
D2353,DIPLOMÁTICO RON SELECCIÓN DE FAMILIA 700 ML.,5099873027349
D2348,LA REPÚBLICA GINEBRA ANDINA ARTESANAL 700 ML.,7772115550062
D2349,MANDATARIO RON XO 700 ML.,7759066000013
D2350,MANDATARIO RON SOLERA 12 AÑOS 700 ML.,7759066000020
D2351,MANDATARIO RON 6 AÑOS RESERVA ESPECIAL 700 ML.,7759066000037
L1336,LAVAZZA QUALITA ORO 100% ARABICA MOUNTAIN GROWN EN GRANO 250 GR.,8000070030060
L3178,LAVAZZA CAFE MOLIDO ESPRESSO BARISTA INTENSO 250 GR.,8000070014602
5507,LA RIOJA ALTA ASTER EL ESPINO 750ML,8413529181204
5509,LA RIOJA ALTA PAZO DE SEOANE 750ML,8413529921053
D2234,MONTES PURPLE ANGEL 750 ML.,715126272001
D2236,MONTES ALPHA M BLEND 750 ML.,7750390104798
D2258,MONTES FOLLY SYRAH 750 ML.,7750390000014
L1225,LAVAZZA ESPRESSO BARISTA PERFETTO 100% ARABICA EN GRANO 500 GR.,8000070046443
L2799,LAVAZZA ESPRESSO ITALIANO CREMOSO EN GRANO 1 KG.,8000070027336
P127,JIM BEAM WHITE STRAIGHT BOURBON WHISKEY 750 ML.,080686025351
P128,JIM BEAM BLACK EXTRA AGED BOURBON WHISKEY 750 ML,080686034407
P129,RICCADONNA RUBY 200 ML. (BOTELLA PEQUEÑA),8000368212208
D2338,TIO PEPE JEREZ PALOMINO FINO 750 ML.,8410023000031
D2340,MARTIN MILLER´S GIN 700 ML.,698929000395
D2341,DRAMBUIE LICOR DE WHISKY 750 ML.,5010391100758
D2342,HERRADURA TEQUILA AÑEJO 750 ML,744607111331
D2343,HERRADURA TEQUILA REPOSADO 750 ML.,744607111324
D2344,DON JULIO TEQUILA BLANCO 750 ML.,674545000841
P136,ANTAGONIC GIN RUBY 750 ML.,7751738004688
P137,1800 TEQUILA REPOSADO 750 ML.,7501035010192
P139,THE KRAKEN RON BLACK SPICED 750 ML.,7501035047204
P140,CINZANO VERMOUTH BLANCO 750 ML.,8000020000365
P141,BULLDOG GIN LONDON DRY 750 ML.,897076002003
P142,RICCADONNA PROSECCO 750 ML.,8000368202605
P144,SKYY VODKA 750 ML.,721059007504
P150,APPLETON ESTATE RON 21 AÑOS 750 ML.,636191054401
P151,APPLETON ESTATE RON BLEND 8 AÑOS 750 ML.,636191207401
P153,OLD SMUGGLER BLENDED WHISKY 750 ML.,7798131200668
P155,THE GLEN GRANT WHISKY 10 AÑOS 700 ML.,080432402979
8013,VINO MAS TINTO CARMENERE 750ML,7804600779693
D2363,CASILLERO DEL DIABLO DEVIL´S CARNAVAL CARNAVAL FANTASTIC SWEET 750 ML.,7804320760131
D2328,CATENA APPELLATION LA CONSULTA MALBEC 750 ML.,7794450004314
5621,PIONERO RESERVA CHARDONNAY 750ML,7804449104045
B1010,LOS ARRAEZ PARCELA CERO 750 ML.,8413513001518
B1011,LOS ARRAEZ LAGARES 750 ML.,8413513001501
B1012,LOS ARRAEZ VERDIL 750 ML.,8413513001495
P121,ANDEAN GIN ARÁNDANOS DON MICHAEL 700 ML,7759160000360
T0452,IDELITA COPA DE CRISTAL BEAUJOLAIS 540 ML,6930519501269
T0453,IDELITA COPA DE CRISTAL CHARDONNAY 430 ML,6930519501092
T0455,IDELITA VASO LONG DRINK DE CRISTAL 550 ML.,6930519501955
P133,SANTA TERESA RON EXTRA AÑEJO LINAJE 750 ML.,7591156404598
D2101,BACARDÍ RON AÑEJO CARTA SELECTA 750 ML.,7610113025123
D2183,HENDRICK´S GIN FLORA ADORA 700 ML.,5010327705866
D2196,BOMBAY SAPHIRE GIN 700 ML.,7640175740047
2117,FINCA LA ZULEMA SAUVIGNON BLANC 750ML,7798108254540
717,ESCUDO ROJO GRAN RESERVA CARMENERE 750ML,7804462001031
719,ESCUDO ROJO GRAN RESERVA SAUVIGNON BLANC 750ML,7804462001512
V0057,OCUCAJE PISCO GOTA ITALIA 700 ML.,7752933001298
5852,JOSE PARIENTE FERMENTADO 750ML,8437009098172
5853,JOSE PARIENTE CUVEE ESPECIAL 750ML,8437015142029
5854,APASIONADO DE JOSE PARIENTE 500ML,8437009098578
5855,PRIETO PARIENTE VIÑEDOS DE LA PROVINCIA 750 ML.,8437015142050
2100029,STÖLZLE LAUSITZ COPAS DE CRISTAL GRAND CUVEE CHAMPAGNE 285 ML.,4012632135186
3500022,STÖLZLE LAUSITZ VASOS NEW YORK HIGHBALL 450 ML.,4012632115492
1014,EPICO TEMPRANILLO MALBEC 750 ML.,7791728003956
2902,PRIMER BRUT RESERVA 750 ML - PERE VENTURA,8426998208754
110496,COPA VIÑA BORDEAUX - SCHOTT,4001836005272
110499,COPA VIÑA BURGUNDY GOBLET 24.7 OZ - SCHOTT,646292297638
1501,LOUIS ROEDERER CRISTAL BRUT 750ML - LOUIS ROEDERER,3114080721551
1506,LOUIS ROEDERER BRUT ROSE 750 ML-LOUIS ROEDERER,3114080601754
D2364,CASILLERO DEL DIABLO RED BLEND RESERVA 750 ML.,7804320746555
P005,ABSOLUT VODKA ORIGINAL 700 ML,7312040017683
V0051,OCUCAJE PISCO MOSTO VERDE ITALIA 125 AÑOS 700 ML.,7752933002707
V0052,OCUCAJE PISCO MOSTO VERDE QUEBRANTA 125 AÑOS 700 ML.,7752933002691
V0053,OCUCAJE PISCO ACHOLADO 125 AÑOS 700 ML.,7752933002721
V0054,OCUCAJE PISCO ITALIA 125 AÑOS 700 ML.,7752933002738
V0055,OCUCAJE PISCO QUEBRANTA 125 AÑOS 700 ML.,7752933002714
110458,COPA VIÑA BORGOÑA BURGUNDY  (BLANCO) - SCHOTT,4001836005234
D2365,EL ENEMIGO CHARDONNAY 750 ML.,7794450003096
D2366,MEDELLÍN RON AÑEJO 8 AÑOS 750 ML.,7702049100651
D2367,MEDELLÍN RON AÑEJO 12 AÑOS 750 ML.,7702049100668
D2204,JACK DANIEL´S OLD N°7 TENNESSEE WHISKEY 750 ML.,082184090466
D2105,LICOR CAMPARI BITTER  750 ML,8000040002509
D2205,CHANDON ARGENTINO BRUT NATURE 750 ML.,7790975198699
D2304,JÄGERMEISTER LICOR DE HIERBAS 700 ML.,4067700015327
D2132,VIÑAS DE ORO PISCO QUEBRANTA SILVER 700 ML.,7751171000001
V0050,OCUCAJE PISCO MOSTO VERDE ACHOLADO 125 AÑOS 700 ML.,7752933002684
P004,SOMETHING SPECIAL WHISKY 750 ML,080432402795
P010,BALLANTINE´S FINEST WHISKY ESCOCÉS 750 ML,5010106113127
D2121,VIÑAS DE ORO PISCO ITALIA PISCO SILVER 700 ML.,7751171001480
D2122,VIÑAS DE ORO PISCO MOSTO VERDE ACHOLADO GOLD 700 ML.,7751171001558
111234,MARGARITA BAR SPECIAL SHOTT,4001836010856
D1400,JOHNNIE WALKER GREEN LABEL 750 ML.,5000267134338
1601,JEREZ CREAM TRADICION 750ML,8437004390189
1603,JEREZ OLOROSO TRADICION 750ML,8437004390028
D2211,BELVEDERE VODKA 700 ML.,087116069688
D2300,FLOR DE CAÑA RON GRAN RESERVA 7 AÑOS 750 ML.,026964852745
D8011,PATRÓN TEQUILA AÑEJO 700 ML.,721733005901
D2233,DIPLOMÁTICO RON RESERVA EXCLUSIVA 700 ML.,5099873027264
D2135,COINTREAU 750ML - VARIOS,3035542002004
D2161,CINZANO VERMOUTH ROSSO 750 ML.,8000020000372
D2163,CINZANO VERMOUTH EXTRA DRY 750 ML.,8000020000389
D2164,HENDRICK´S GIN 700 ML,5010327755014
D2167,BACARDÍ RON CARTA ORO SUPERIOR 700 ML.,7610113025024
D2169,BACARDÍ RON CARTA BLANCA 700 ML.,7610113024362
D2180,CATENA MALBEC 750 ML.,7794450008053
D2186,DON JULIO TEQUILA REPOSADO 750 ML.,674545000858
D2189,MOËT & CHANDON IMPÉRIAL BRUT 750 ML.,3185370729960
D2265,CHANDON ARGENTINO EXTRA BRUT 750 ML.,7790975000183
D2266,CHANDON ARGENTINO BRUT  ROSÉ 750 ML.,7790975001340
D2279,LICOR GRAND MARNIER ROJO 700 ML,3018300000245
D2290,FELINO MALBEC 750 ML.,7798145140172
D3010,DON MELCHOR CABERNET SAUVIGNON 750 ML.,7804320758381
P001,CHIVAS REGAL WHISKY 12 AÑOS 700 ML,080432402931
D2112,VIÑAS DE ORO PISCO MOSTO VERDE ITALIA GOLD 700 ML.,7751171001541
D2126,AMARGO DE ANGOSTURA CHUNCHO 75ML - VARIOS,7758369411915
D2143,VIÑAS DE ORO PISCO MOSTO VERDE QUEBRANTA GOLD 700 ML.,7751171001534
D2123,VIÑAS DE ORO PISCO ACHOLADO QUEBRANTA ITALIA SILVER 700 ML..,7751171001510
D2214,CASILLERO DEL DIABLO CABERNET SAUVIGNON RESERVA 750 ML.,7804320303178
D2217,VEUVE CLICQUOT YELLOW LABEL BRUT 750 ML.,3049614222245
882,SANTA JULIA MALBEC CABERNET FRANC RESERVA 750 ML.,7791728008128
P053,MALIBU RON ORIGINAL 750 ML,7891050004734
V0058,OCUCAJE PISCO GOTA QUEBRANTA 700 ML.,7752933001304
V0059,OCUCAJE PISCO PURO QUEBRANTA HUACO COLOR 700 ML.,7752933228800
V0060,OCUCAJE PISCO PURO QUEBRANTA HUACO NEGRO 700 ML.,7752933000109
D2270,APEROL APERITIVO 750 ML,721059001311
816E,ZUCCARDI Q CABERNET FRANC 1500 ML.,7791728244885
817E,ZUCCARDI CONCRETO 1500 ML. AÑADA 2016,7791728237542
T0173,CAFETERA FRANCESA PISTON 1000,6007782931175
P025,HAVANA CLUB RON 7 AÑOS 700 ML,8501110080439
P023,BEEFEATER GIN PINK 700 ML,5000299618073
P027,HAVANA CLUB RON AÑEJO ESPECIAL 700 ML,8501110086196
P028,HAVANA CLUB RON SELECCIÓN DE MAESTROS 700 ML,8501110089852
D2325,FLOR DE CAÑA RON CENTENARIO 18 AÑOS 750 ML.,026964500233
D2326,FLOR DE CAÑA RON 25 AÑOS 750 ML.,026964854527
P057,ANTAGONIC GIN 750 ML.,7751738002424
X0001,CACHACA SIXTY ONE 1 LITRO,7896547500355
X0002,GIN XORIGUER MAHON 700ML,8411038010015
P076,CIROC VODKA 750ML,088076161863
P118,ANDEAN RUM DON MICHAEL 700 ML.,7759160000223
E0037,VASO CERVECERO SCHÖFFERHOFER GRAPEFRUIT 300 ML.,4053400012780
R0006,MORGAN BAY CELLARS ZINFANDEL ROSÉ  750ML,087712201345
888,SANTA JULIA FLORES NEGRAS PINOT NOIR 750 ML.,7791728234626
890,TENSION LA RIBERA CABERNET SAUVIGNON CABERNET FRANC 750ML - SANTA JULIA,7791728234541
2015,CAN SUMOI GARNATXA SUMOLL 750ML- RAVENTOS I BLANC,8421478960061
T0416,IDELITA COPA DE CRISTAL 660 ML,6930519500217
D2319,GLENFIDDICH WHISKY GRAN RESERVA 21 AÑOS 750 ML.,5010327324081
D2320,GLENFIDDICH WHISKY GRAND CRU 23 AÑOS 750 ML.,5010327015859
D2321,MONKEY SHOULDER WHISKY THE ORIGINAL 700 ML.,5010327105215
889,SANTA JULIA FLORES BLANCAS VIOGNIER 750 ML.,7791728238037
891,TENSION LA RIBERA MALBEC PETIT VERDOT 750ML - SANTA JULIA,7791728234527
P171,PROTOS 5° AÑO RESERVA 750ML,8420342001022
P172,PROTOS ROBLE 750 ml.,8420342002012
P174,ST. GERMAIN LICOR 700 ml.,5014271796161
P175,STOLICHNAYA VODKA 750 ml.,4750021000157
P176,WILD TURKEY WHISKY 750 ml.,721059847506
P177,LICOR BEIRAO 700ML,5602042100707
P081,JAMESON WHISKY 750 ML,5011007003005
D2316,GLENFIDDICH WHISKY 12 AÑOS 750 ML.,5010327000176
D2322,JACK DANIEL´S WHISKEY FIRE 750 ML.,082184001172
D2323,JACK DANIEL´S GENTLEMAN JACK WHISKEY 750 ML.,082184038727
P169,PRAVDA VODKA 750 ml.,084380422041
P179,JOSE CUERVO TEQUILA RESERVA DE LA FAMILIA 750 ML.,7501035010802
7200,OLE SMOKY TENNESSEE MOUNTAIN MADE BLENDED WHISKEY 750 ML.,854628006124
P026,HAVANA CLUB RON AÑEJO RESERVA 700 ML,8501110080644
D2215,CABALLO LOCO GRAND CRU APALTA BLEND 750ML,7802180001937
D2108,FLOR DE CAÑA RON ORO 4 AÑOS 750ML,026964177190
D2173,FLOR DE CAÑA RON EXTRA SECO 4 AÑOS BLANCO 750ML,026964904291
T0478,ET TAGLIATELLE CON TRUFAS,8051128871470
T0476,ET ACEITE DE OLIVA Y TRUFA NEGRA 250ML,8051128870510
D2372,JACK DANIELS SINGLE BARREL WHISKY 750ML,082184087008
D2373,DIPLOMÁTICO PLANAS RON 750ML,5099873027257
D2374,BACARDÍ LIMÓN RON 750ML,7501008616130
R0008,MORGAN BAY MERLOT 750ML,087712201383
D2371,CABALLO LOCO GRAND CRU SAGRADA FAMILIA BLEND 750ml,7802180002637
D2376,CABALLO LOCO GRAND CRU MAIPO ANDES BLEND 750ml,7802180001944
P181,1800 TEQUILA MILENIO EXTRA AÑEJO 700 ML.,7501035013476
P182,AMAZONIAN GIN COMPANY 41% 700ML,7756936000067
P183,AMAZONIAN VODKA 40% 700ML,7756936000166
P184,GIN´CA GIN 40% 700ML,7756936000012
P185,GIN´CA GIN BERRIES EDITION 700ML,7756936000074
L3197,LAVAZZA CAPSULA BLUE CANAL GRANDE,8000070074583
P187,CHIVAS REGAL BOURBON EXTRA 13 AÑOS 700 ML,5000299626993
P178,JOSE CUERVO TRADICIONAL TEQUILA REPOSADO 695 ML.,7501035012028
P180,1800 TEQUILA CRISTALINO 750 ML.,7501035013483
D2368,JIMADOR BLANCO TEQUILA 750ML,744607002301
D2369,JIMADOR REPOSADO TEQUILA 750ML,744607002295
T0001,RED BULL ENERGY DRINK 250 ML,9002490100070
P132,PACK WHISKY SOMETHING SPECIAL 750 ML + SOMETHING SPECIAL 200 ML,7754154000005
P088,CHIVAS REGAL WHISKY EXTRA 13 AÑOS 700 ML,5000299611104
P156,VODKA ABSOLUT AZUL 1 LT,7312040017034
D2050,VERMOUTH MARTINI EXTRA DRY 750 ML,5010677934008
D2160,JACK DANIEL´S TENNESSEE HONEY 750 ML.,082184000335
P186,HAVANA CLUB RON ESPECIAL 3 AÑOS BLANCO 700 ML,8501110088831
D2125,JARABE DE GOMA VARGAS 750ML,7759192176033
P138,1800 TEQUILA BLANCO 750 ML.,7501035013230
Total general,,
